# 引擎硬编码串翻译表 ja<TAB>zhCN（换行写作 \n）
いいえ	否
ダメージカット状態[Ⅳ] & Charge後ダメージUP[Ⅲ](自/3T)	伤害削减状态[Ⅳ] & Charge后伤害提升[Ⅲ](自/3T)
ダメージカット状態[Ⅴ](自/1T)	伤害削减状态[Ⅴ](自己/1T)
ダメージカット状態[Ⅵ](自/1T)	伤害削减状态[Ⅵ](自己/1T)
ダメージカット状態[Ⅶ](自/1T)	伤害削减状态[Ⅶ](自己/1T)
ダメージカット状態[Ⅷ](自/1T)	伤害削减状态[Ⅷ](自己/1T)
チクチクチマチマ	一点一点缝针补线
チサトが掴んだ手	千里握住的手
チューブの魔女	管之魔女
ディスガイズ	Disguise
デジタル逃避行	数字隐居
トリートでお出迎え	迎接讨要糖果的孩子
ドッペル炸裂！	炸裂Doppel！
ナイショの特訓	秘密的特训
ナイトバズタイム	夜间热聊时光
ニコイチ	二合一
ネイキッドハート	赤裸之心
ネイルの魔女	指甲的魔女
ネクスト☆アクター	下一位☆演员
ネバーフォーゲット	永不忘记
ノンビリの象徴	悠闲的象征
ハイカラ今どきデザイン案	西洋现代设计方案
ハコの魔女の手下	箱之魔女的手下
ハッピーハロウィンなの！	Happy Halloween的说！
バキュームクリーナーの魔女	真空吸尘器的魔女
バスケットボールでも最強！	打篮球也是最强！
パクス・ロマーナの煌乙女	罗马治世的辉煌少女
パジャマパーティーは突然に	突如其来的睡衣派对
ヒーローとの出会い	与英雄的相遇
ビタースイート・ハート	苦甜之心
ビター＆シトラス	苦涩与柑橘
ピンチはチャンス	危即是机
ファイナルサマーメモリー	最后的夏日记忆
フォーエバー・イン・ミー	永存我心
フューーージョン!!	融——合！！
フードの中の繋がり	风帽中的联系
ブロンド美少女の霊	金发美少女幽灵
ブーケに込められた想い	隐藏于花束中的思念
プロパンの魔女	丙烷的魔女
ヘビイチゴの魔女	蛇莓的魔女
ベストスプラッシュシーン	最佳飞溅场景
ベファーナの贈り物	贝法娜的赠礼
ベンチで見る夢	在长椅上做的梦
ホーリーガールズ結成！	Holy Girls结成！
マイバイブル	我的圣经
マギアダメージDOWN[Ⅹ](敵単/1T)	Magia伤害下降[Ⅹ]（单个敌人/1T）
マギアダメージUP[Ⅲ]	Magia伤害提升[Ⅲ]
マギアダメージUP[Ⅲ] & マギアダメージカット状態[Ⅲ]	Magia伤害提升[Ⅲ] & Magia伤害削减状态[Ⅲ]
マギアダメージUP[Ⅲ](自/1T)	Magia伤害提升[Ⅲ](自己/1T)
マギアダメージUP[Ⅳ]	Magia伤害提升[Ⅳ]
マギアダメージUP[Ⅳ] & マギアダメージカット状態[Ⅳ]	Magia伤害提升[Ⅳ] & Magia伤害削减状态[Ⅳ]
マギアダメージUP[Ⅳ](自/1T)	Magia伤害提升[Ⅳ](自己/1T)
マギアダメージUP[Ⅴ](自/1T)	Magia伤害提升[Ⅴ](自己/1T)
マギアダメージUP[Ⅵ](自/1T)	Magia伤害提升[Ⅵ](自己/1T)
マギアダメージUP[Ⅶ]	Magia伤害提升[Ⅶ]
マギアダメージUP[Ⅶ](自/1T)	Magia伤害提升[Ⅶ](自己/1T)
マギアダメージUP[Ⅸ]	Magia伤害提升[Ⅸ]
マギアピラミッド	魔法金字塔
マギレコエムアイカードで！	使用魔法纪录MICARD！
マジカルハロウィンシアター	魔法万圣节剧场
マッチ売りの魔女	卖火柴的魔女
ミコイチ？	三合一？
ミコト・イン・ミラーズ	镜中的命
ミラクル☆レポーターズ	奇迹☆记者团
ミラクルヒロインズ	奇迹女主角们
メイド・イン・ヴァンパイア	MAID·IN·吸血鬼
メガネでガールズデート	眼镜少女的约会
メガホンの魔女	喊话器的魔女
メモと心はくっついて	便条和心贴在一起
メモリアサーキット	记忆结晶回路
メモリアサーキット・コア	记忆结晶回路·核心
メルアド、登録しといたから	邮件地址已经存好了
ラテアートチャレンジ	咖啡拉花挑战
ラブキュンなメイドさん	心动女仆
ラブリーあきらルーム	可爱的晶的房间
リトル・サマー・バケーション	小小暑假
リトル・バケーション	小小假期
レコンパンス名物	Récompense名产
レーラズの影	莱瓦尔之影
ロッシュ城の邂逅	洛什城堡的邂逅
ワタシニアイタイノ？	想见到我吗？
ワンダフル・タイム	美妙时光
一夜限りのオオカミさん	仅限一夜的狼
一族に新たな門出を	为一族开辟新的门户
一生忘れられない怖い話	一生难忘的恐怖故事
一瞬の連携プレー	一瞬间的配合
一筋の希望を探して	探寻一线希望
一粒の宝石	零落的宝石
一緒に食べよ	一起吃吧
一翼を担う理由	分担的理由
七つのほしぞら	七片星空
七夕に遺る思いをなぞって	描摹着七夕遗留下来的思念
万々歳マジカルオカモチBOX	万万岁魔法配餐BOX
三人で、前へ	三人一同前行
三人でお茶を	三人一起品茶
三者三様の愛の形	三者三样的爱的形式
上から下まで	从上到下
下僕でいなさいっ！	当我的仆人！
不可思議メモリアル	不可思议的纪念品
不思議な食卓	不可思议的餐桌
不穏な金髪幼女	不稳的金发幼女
与えるダメージDOWN[Ⅲ](敵単/1T)	给予伤害下降[Ⅲ](单体敌人/1T)
与えるダメージDOWN[Ⅳ](敵単/1T)	给予伤害下降[Ⅳ](单体敌人/1T)
与えるダメージDOWN[Ⅴ](敵単/1T)	给予伤害下降[Ⅴ](单体敌人/1T)
与えるダメージDOWN[Ⅵ](敵単/1T)	给予伤害下降[Ⅵ](单体敌人/1T)
与えるダメージDOWN[Ⅶ](敵全/1T)	给予伤害下降[Ⅶ](全部敌人/1T)
与えるダメージDOWN[Ⅷ](敵全/1T)	给予伤害下降[Ⅷ](全部敌人/1T)
与えるダメージDOWN[Ⅸ](敵全/1T) & 状態異常耐性UP[Ⅷ](自/1T)	给予伤害下降[Ⅸ](全部敌人/1T) & 异常状态耐性提升[Ⅷ](自己/1T)
与えるダメージDOWN[Ⅸ](敵単/1T)	给予伤害下降[Ⅸ](单体敌人/1T)
与えるダメージDOWN[Ⅹ](敵全/1T) & 状態異常耐性UP[Ⅸ](自/1T)	给予伤害下降[Ⅹ](全部敌人/1T) & 异常状态耐性提升[Ⅸ](自己/1T)
与えるダメージDOWN[Ⅹ](敵単/1T)	给予伤害下降[Ⅹ](单体敌人/1T)
与えるダメージUP[Ⅰ]	给予伤害提升[Ⅰ]
与えるダメージUP[Ⅱ]	给予伤害提升[Ⅱ]
与えるダメージUP[Ⅲ]	给予伤害提升[Ⅲ]
与えるダメージUP[Ⅲ](自/1T)	给予伤害提升[Ⅲ](自己/1T)
与えるダメージUP[Ⅲ](自/3T)	给予伤害提升[Ⅲ](自己/3T)
与えるダメージUP[Ⅳ](自/1T)	给予伤害提升[Ⅳ](自己/1T)
与えるダメージUP[Ⅳ](自/3T)	给予伤害提升[Ⅳ](自己/3T)
与えるダメージUP[Ⅴ](自/1T)	给予伤害提升[Ⅴ](自己/1T)
与えるダメージUP[Ⅵ](自/1T)	给予伤害提升[Ⅵ](自己/1T)
丑年は美味しいオレの年	牛年是美味的咱的年
世界へのランウェイ	通向世界的T型台
世界観を越えた夢のコラボ	超越世界观的梦之协作
乙女たちの日常	少女们的日常
乙女のひそかな嗜み	少女的秘密爱好
乙女の決意	少女的决心
予想外の本音	出乎意料的心声
予鈴で目を覚ます	响预备铃时醒来
二度目のクリスマス・キャロル	二度奏响的圣诞颂歌
交される遺志	交换的遗志
交流会へようこそ	欢迎来到交流会
人生で最も幸せな時間	人生最幸福的时光
人生を変えるゲーム	改变人生的游戏
仇討ちはその手で	亲手报仇
今この時だけの宝物	只属于此刻的宝物
今しか見られない花	只在此刻一睹此花
今は、このまま	现在，这样就好
今は二人で見守って	如今二人一同守望
今夜のゲストは…	今晚的嘉宾是…
今夜は遅くまで…？	今晚到很晚…？
今宵は共に饗宴を	今晚共享盛宴
今年の運勢は？	今年的运势如何？
今年最後の御馳走	今年最后的美味佳肴
今日から友だち	今天开始做朋友
今日だけ夜更かし	熬夜仅限今天
今日という一生の思い出	名为今天的生涯回忆
今日はあなたの食べ方で	今天就照你的吃法
代わりに話してくれるもの	代我发声的东西
休憩はおいしく	美味休憩
休日の昼寝も思うがまま	在休息日肆意午睡
会場を超える盛況	超越会场的盛况
伝説の“乙女”	传说中的“少女”
伸るか反るか	成败在此一举
似顔絵特訓の成果	肖像画特训的成果
何度でも繰り返す	无论多少次我都会重来
何度切れても繋ぐもの	无论断多少次都连接起来的东西
何気ない１日のシメ	不经意间一天的饮食
使い古された木人	用旧了的木人
信じる故の決意	信念的决心
倍の歳になった姿は	年龄翻倍后的模样
偽りのわたしを演じて	扮演虚伪的我
僕たちは失敗した	我们失败了
優しき強者	温柔的强者
優等生には程遠い	离优等生还很远
先達は見逃さない	前辈不会放过的
光、降り注いで	光芒倾注
光と闇の狭間で振るう剣	在光与暗的夹缝中挥动的剑
光の指す方へ！	向着光芒所指之处！
光を浴びて映るのは	在那光中照映出的是
光を知った日	知晓光明的那天
光塚の魂	光冢的灵魂
光属性の者です	我是光属性的人
兎にも角にも謹賀新年	无论如何谨贺新年
入道雲を背に登場！	背着积雨云登场！
全ての視線は私のもの	全部视线都属于我
全ては思いのままに	一切随心
公平すぎる味覚	过度公平的味觉
公民館でお手伝い	在公民馆帮忙
再会を信じて「チャオ！」	相信着再会说声“Ciao！”
再度Discを引く	再抽一次行动盘
再起と決意	重新振作与决心
冷やせば落ちつくかな？	吃点冰的就能冷静下来吧？
分け合う調べ	彼此分享的旋律
切り開けキュゥべえナイト	开拓吧丘比骑士
初めてのお化粧	首次化妆
初めての手作りチョコレート	第一次的手工巧克力
初対面コンビネーション！	初次合作！
初恋もまだのふたりに	献给情窦未开的二人
初詣の祈りを辿って	追溯新年首次参拜时的祈祷
別世界の住人	另一世界的居民
別世界の光	异世界的光
勝利の紅茶	胜利的红茶
勝利は時を貫いて	让胜利穿越时间
包んで！膨らむこの気持ち	包起来！鼓起的这份心情
包んで！輝くこの想い	包起来！闪耀的思念
協力してもらうわよ	好好帮忙哟
南津と鈴鹿：切ない絶交	南津和铃鹿：悲伤的绝交
占い禁止令	占卜禁止令
原点は怪獣映画	原点是怪兽电影
参上！恋する小さな乙女	来了！恋爱中的小少女
友情のおすそ分け	友情的分享
友達になった日	成为朋友的那一天
収まらない想い	无法平息的思念
取り込まれた陽の鳥	捕入笼中的太阳鸟
受け継がれ、子を導き	薪火相传，引导子民
受け継がれたお守り	继承下来的护身符
受け継がれるおまじない	传承的魔咒
受け継ぐ意志	继承下来的意志
古から結ぶもの	自古以来就有的东西
史上最強のメモリア（自称）	史上最强的记忆结晶（自称）
合理的で優しい作戦	合理而温柔的作战
名前も知らない救世主	不知名的救世主
名家の者として	身为名门世家之人
君だけが真実	唯有你是真实
君と、ここで	和你在这里
君のそばにいるよ！	就在你身边哟！
呪い(敵単/1T) & 防御力DOWN[Ⅷ](敵単/1T)	诅咒(单体敌人/1T) & 防御力下降[Ⅷ](单体敌人/1T)
呪い(敵単/1T) & 防御力DOWN[Ⅸ](敵単/1T)	诅咒(单体敌人/1T) & 防御力下降[Ⅸ](单体敌人/1T)
呪い無効 & HP自動回復[Ⅰ]	诅咒无效 & HP自动回复[Ⅰ]
呪い無効 & 攻撃力UP[Ⅱ]	诅咒无效 ＆ 攻击力提升[Ⅱ]
味はいかほど？	味道怎么样？
味方を必ずかばう&防御力UP[Ⅸ](自/1T)	必定庇护友方&防御力提升[Ⅸ](自己/1T)
味覚で繋がる10000km	用味觉连接的10000km
唯一無二の矛盾	独一无二的矛盾
喫茶リコリコにおまかせ	交给咖啡厅LycoReco吧
喫茶リコリコの凸凹コンビ	咖啡厅LycoReco的天差地远搭档
回避無効 & Blast ダメージUP[Ⅵ](自/1T)	回避无效 ＆ Blast 伤害提升[Ⅵ](自己/1T)
回避無効 & Blast ダメージUP[Ⅶ](自/1T)	回避无效 ＆ Blast 伤害提升[Ⅶ](自己/1T)
回避無効&Accele MPUP[Ⅷ](自/1T)	回避无效&Accele MP提升[Ⅷ](自己/1T)
回避無効&Accele MPUP[Ⅸ](自/1T)	回避无效&Accele MP提升[Ⅸ](自己/1T)
回避無効(自/1T)	回避无效(自己/1T)
回避無効(自/3T)	回避无效(自己/3T)
団地に差し込む陽差し	照进住宅区的阳光
変貌のあかし	变化之证
夏に咲く花	夏天绽放的花
夏のはじまりに母の影光り	夏日伊始，母亲的影子
夏のインパクト!?	夏日的冲击！？
夏のベストタイム	夏天的最佳时间
夏の少女は決められない	夏天的少女无法决定
夏へダイブ＜アリナ・みふゆ＞	跳水入夏＜阿莉娜·美冬＞
夏へダイブ＜月夜・月咲＞	跳水入夏＜月夜·月咲＞
夏へダイブ＜灯花・ねむ＞	跳水入夏＜灯花·音梦＞
夕日のように輝いて	像夕阳一样耀眼
夕暮れに甘く溶け合って	在黄昏中甜蜜地融化
夜天の書の主	夜天之书之主
夢で悲しみは許される	梦中可以悲伤
夢と希望を抱いて！	怀抱着梦想与希望！
夢と現の狭間で	在梦与现的夹缝中
夢の痕	梦的痕迹
夢の続きは目覚めた後で	梦在醒来后延续
夢は真っ白なベールに包んで	把梦包在雪白的头巾里
夢は美術品の修復師	梦想是成为美术品修复师
夢への第１幕	通往梦想的第一幕
夢を見る姉	做梦的姐姐
夢を追う妹	追梦的妹妹
夢見たあとに	梦想之后
夢追いの航路	追梦的航线
大人と子どもの真ん中で	在大人和孩子的中间
大人買いに憧れて	向往大人购物
大切なお友達からのメッセージ	来自重要朋友们的消息
大切な人を守る力	守护珍爱之人的力量
大嫌いなレナ	最讨厌的玲奈
大嫌いな人が好きな人	最讨厌的人是被喜欢的人
大物中学生	大人物中学生
天の川にかけた橋	横跨天河的桥
天使に囲まれた聖母	被天使环绕的圣母
天馬駆ける	天马行空
奇跡をいつまでも	令奇迹常在
契りを信ずる義賊	信约的义贼
奪われしレコード	纪录遭到掠夺
女王の歩む道	女王所走的道路
姉には見える世界	姐姐看得见的世界
姉妹になったあの日から	从成为姐妹的那天起
姉妹の夜は更けて	姐妹的夜更深了
姉妹水入らず	姐妹情深
始まりはここから	从这里开始
子どもっぽいって言わないで！	不要把我说的跟小孩一样！
孤高の覚悟	孤高的觉悟
宇宙一のチョコレートケーキ	宇宙第一的巧克力蛋糕
守りたかった小さな世界	想要守护的小小世界
守るべき未来のために	为了必须捍卫的未来
守護霊さんは大忙し！	守护灵们是大忙人！
安らげる居場所	安身之所
完全なハッピーエンド	完美的圆满结局
定められた救い	救赎已被钦定
宝物がここに	宝物在这里
家族の時間を経て…	度过合家时光…
宿命に導かれて	接受命运的指引
宿業の峡谷	宿业的峡谷
寄り添い見守る心	默默守护的心
寒くとも心の内は	外冷内却热
寝ても覚めても一緒に…	时时刻刻在一起……
導きのラブレター	引导的情书
導きの光明	指引的光明
小さなつわもの	小小的强者
小さなインフルエンサー	小小流量网红
小さな初夢を見守りながら	一边守望着小小的初梦
小さな弦月	小小的弦月
小槌の輝くとき	小锤闪耀的时候
少女の境界	少女之境界
届かないもの	无法传达之物
屋上の魔女の手下	屋顶魔女的手下
屋台パラダイス	路边摊天堂
工匠区の人気者	工匠区的红人
巫の墓	巫之墓
希望が灯る絶望のはじまり	希望照亮的绝望的开端
希望と絶望と	希望与绝望以及……
希望は、となりで見たかった	只愿和你比邻注视希望
希望を捨てない	不要放弃希望
常闇に甘えて	依身于暗夜
常闇のパーティー	常暗的聚会
幕間の夢	幕间之梦
平和な日常をこれからも	和平的日常生活今后也要
平穏な日常の裏側で	在和平日常的幕后
平行な世界	平行的世界
幸せな音	幸福之音
幸せは黄昏に溶けて	幸福在黄昏中融化
幸運は勇者に味方する	幸运将庇佑勇者
幻惑の香り	幻惑之香
幼馴染なふたり	青梅竹马的两人
序幕での対峙	序幕上的对峙
引縄批根	引绳批根
弱き者は挫かれて	弱者受挫
弱点は自転車	弱项是自行车
弱点属性で攻撃されたときMPUP[Ⅱ]	被弱点属性攻击时MP提升[Ⅱ]
弱点属性で攻撃されたときMPUP[Ⅳ]	被弱点属性攻击时MP提升[Ⅳ]
