sequence	layer	file	key_field	stable_key	field	expected_before	after	runtime_byte_change	counts_toward_residual	original_pass9_residual	authority_tier	authority_type	source_locator	source_record_sha256	wiki_locator	wiki_record_sha256	note
799	pass24	itemList.json	itemCode	HOME_EV_1131_20191	name	背景「见滝原中学校 屋上」	背景「见滝原中学校 屋上」	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/HOME_EV_1131_20191/name	8edbf6f51da3a4036660134aa4b7138e3916f6dbb243eff580962067053ffa92			closed Japanese-shinjitai/Traditional-to-Simplified bridge
800	pass24	itemList.json	itemCode	HOME_EV_1131_20191	shortDescription	见滝原中学校 屋上(10周年记念)	见滝原中学校 屋上(10周年记念)	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/HOME_EV_1131_20191/shortDescription	d207319dd74ca8c1f35ae19b100caad73de1fd6b2edd5163a713a76cf0878a70			closed Japanese-shinjitai/Traditional-to-Simplified bridge
801	pass24	itemList.json	itemCode	HOME_EV_1131_20201	name	背景「见滝原中学校 教室」	背景「见滝原中学校 教室」	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/HOME_EV_1131_20201/name	1becbd481b22db12fdb513a4a663b9d2a00cd5b47b3fc8124d28bd14fbfbbdc4			closed Japanese-shinjitai/Traditional-to-Simplified bridge
802	pass24	itemList.json	itemCode	HOME_EV_1131_20201	shortDescription	见滝原中学校 教室(10周年记念)	见滝原中学校 教室(10周年记念)	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/HOME_EV_1131_20201/shortDescription	8a3728f8229b1aeb0676ac271094118489f61b0f3f3e4f09669a67fc30ea32c9			closed Japanese-shinjitai/Traditional-to-Simplified bridge
803	pass24	itemList.json	itemCode	HOME_EV_1131_20211	name	背景「见滝原中学校 校舎」	背景「见滝原中学校 校舎」	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/HOME_EV_1131_20211/name	3bf3991bec6728624a6cac64b72ed3327fb0ee32d528406f1ddb15e1e4b55140			closed Japanese-shinjitai/Traditional-to-Simplified bridge
804	pass24	itemList.json	itemCode	HOME_EV_1131_20211	shortDescription	见滝原中学校 校舎(10周年记念)	见滝原中学校 校舎(10周年记念)	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/HOME_EV_1131_20211/shortDescription	3c79328904947446c187a2ecff12c52fd3cda116a4c21967079b8d7d440a283f			closed Japanese-shinjitai/Traditional-to-Simplified bridge
805	pass24	itemList.json	itemCode	HOME_EV_1131_23051	name	背景「见滝原市 通学路」	背景「见滝原市 通学路」	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/HOME_EV_1131_23051/name	3d9442de2a53d510c458d8dd52c88463db7a4c682777c117a76bb7879650abc1			closed Japanese-shinjitai/Traditional-to-Simplified bridge
806	pass24	itemList.json	itemCode	HOME_EV_1131_23051	shortDescription	见滝原市 通学路(10周年记念)	见滝原市 通学路(10周年记念)	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/itemList.json/HOME_EV_1131_23051/shortDescription	e9b30f02b2ff253a484151db53ea3fcd3f6da3587ec25798440001a7105e91fb			closed Japanese-shinjitai/Traditional-to-Simplified bridge
807	pass24	live2dList.json	charaId_live2dId	1801|02	description	魔法少女(黑江)	魔法少女(黑江)	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/live2dList.json/1801|02/description	40ee92abffa54083f8492cd36d0f213cfe0e7e08c3260e7b249d3f52d6397495			closed Japanese-shinjitai/Traditional-to-Simplified bridge
808	pass24	pieceSkillMap.json	dict_key	158500	shortDescription	MP获得量提升[Ⅳ] & 防御力提升[Ⅲ](自身/3T)	MP获得量提升[Ⅳ] & 防御力提升[Ⅲ](自身/3T)	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/pieceSkillMap.json/158500/shortDescription	8822767f8c3acd52b460ca6439f73b977f5362998c3a5c9e9fd199ea999eb1d5			closed glyph bridge plus field-typed notation normalization; no fuzzy matching
809	pass24	pieceSkillMap.json	dict_key	158501	shortDescription	MP获得量提升[Ⅳ] & 防御力提升[Ⅲ](自身/3T)	MP获得量提升[Ⅳ] & 防御力提升[Ⅲ](自身/3T)	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/pieceSkillMap.json/158501/shortDescription	8822767f8c3acd52b460ca6439f73b977f5362998c3a5c9e9fd199ea999eb1d5			closed glyph bridge plus field-typed notation normalization; no fuzzy matching
810	pass24	pieceSkillMap.json	dict_key	171200	shortDescription	Accele MP提升[Ⅲ] & MP获得量提升[Ⅱ] & 防御力提升[Ⅲ]	Accele MP提升[Ⅲ] & MP获得量提升[Ⅱ] & 防御力提升[Ⅲ]	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/pieceSkillMap.json/171200/shortDescription	25fb78cb368f7d88b642a9206919ab21a5cb7e5cdb9d2fd0a82b28d26e109413			closed glyph bridge plus field-typed notation normalization; no fuzzy matching
811	pass24	pieceSkillMap.json	dict_key	171201	shortDescription	Accele MP提升[Ⅳ] & MP获得量提升[Ⅲ] & 防御力提升[Ⅳ]	Accele MP提升[Ⅳ] & MP获得量提升[Ⅲ] & 防御力提升[Ⅳ]	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/pieceSkillMap.json/171201/shortDescription	906dc971241cef8453bf9463691f89de36e186a659c39a78f72b0d74f3c51745			closed glyph bridge plus field-typed notation normalization; no fuzzy matching
812	pass24	pieceSkillMap.json	dict_key	183901	shortDescription	攻击力提升[Ⅴ] & MP获得量提升[Ⅳ]	攻击力提升[Ⅴ] & MP获得量提升[Ⅳ]	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/pieceSkillMap.json/183901/shortDescription	9892a979cb784654b31714f843ab6a3c449811c9ad715e64e2bce6969e11c557			closed glyph bridge plus field-typed notation normalization; no fuzzy matching
813	pass24	pieceSkillMap.json	dict_key	193700	shortDescription	状态强化解除(敌全)	状态强化解除(敌全)	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/pieceSkillMap.json/193700/shortDescription	cdb8e89b740016f67873e12d5f9a8474dc9d9add9199f83d38b7cd9a4c8db2f8			closed Japanese-shinjitai/Traditional-to-Simplified bridge
814	pass24	pieceSkillMap.json	dict_key	193701	shortDescription	状态强化解除(敌全)	状态强化解除(敌全)	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/pieceSkillMap.json/193701/shortDescription	cdb8e89b740016f67873e12d5f9a8474dc9d9add9199f83d38b7cd9a4c8db2f8			closed Japanese-shinjitai/Traditional-to-Simplified bridge
815	pass24	sectionList.json	sectionId	310431	charaName	黑江	黑江	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/sectionList.json/310431/charaName	32d5212df6e50e76e665feef46b72c8e9258811f9c67fd35450cbc1abed9c13b			closed Japanese-shinjitai/Traditional-to-Simplified bridge
816	pass24	sectionList.json	sectionId	310432	charaName	黑江	黑江	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/sectionList.json/310432/charaName	32d5212df6e50e76e665feef46b72c8e9258811f9c67fd35450cbc1abed9c13b			closed Japanese-shinjitai/Traditional-to-Simplified bridge
817	pass24	sectionList.json	sectionId	310433	charaName	黑江	黑江	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/sectionList.json/310433/charaName	32d5212df6e50e76e665feef46b72c8e9258811f9c67fd35450cbc1abed9c13b			closed Japanese-shinjitai/Traditional-to-Simplified bridge
818	pass24	sectionList.json	sectionId	310434	charaName	黑江	黑江	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/sectionList.json/310434/charaName	32d5212df6e50e76e665feef46b72c8e9258811f9c67fd35450cbc1abed9c13b			closed Japanese-shinjitai/Traditional-to-Simplified bridge
819	pass24	sectionList.json	sectionId	311431	charaName	黑江	黑江	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/sectionList.json/311431/charaName	32d5212df6e50e76e665feef46b72c8e9258811f9c67fd35450cbc1abed9c13b			closed Japanese-shinjitai/Traditional-to-Simplified bridge
820	pass24	sectionList.json	sectionId	311432	charaName	黑江	黑江	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/sectionList.json/311432/charaName	32d5212df6e50e76e665feef46b72c8e9258811f9c67fd35450cbc1abed9c13b			closed Japanese-shinjitai/Traditional-to-Simplified bridge
821	pass24	sectionList.json	sectionId	311433	charaName	黑江	黑江	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/sectionList.json/311433/charaName	32d5212df6e50e76e665feef46b72c8e9258811f9c67fd35450cbc1abed9c13b			closed Japanese-shinjitai/Traditional-to-Simplified bridge
822	pass24	sectionList.json	sectionId	311434	charaName	黑江	黑江	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/sectionList.json/311434/charaName	32d5212df6e50e76e665feef46b72c8e9258811f9c67fd35450cbc1abed9c13b			closed Japanese-shinjitai/Traditional-to-Simplified bridge
823	pass24	sectionList.json	sectionId	318011	charaName	黑江	黑江	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/sectionList.json/318011/charaName	32d5212df6e50e76e665feef46b72c8e9258811f9c67fd35450cbc1abed9c13b			closed Japanese-shinjitai/Traditional-to-Simplified bridge
824	pass24	sectionList.json	sectionId	318014	charaName	黑江	黑江	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/sectionList.json/318014/charaName	32d5212df6e50e76e665feef46b72c8e9258811f9c67fd35450cbc1abed9c13b			closed Japanese-shinjitai/Traditional-to-Simplified bridge
825	pass24	sectionList.json	sectionId	330561	title	露见―Disclose―	露见―Disclose―	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/sectionList.json/330561/title	63466f14aef0902ec8a13a748955718e66f9cb70ed499d7f39702f02335a2976			closed Japanese-shinjitai/Traditional-to-Simplified bridge
826	pass24	shopItemList.json	id	10820	name	【期间限定】userName	【期间限定】userName	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/shopItemList.json/10820/name	73cffa4b6414395623c2c232d03056b745ca3d84c4f9fa905d23d68d7360d5be			closed Japanese-shinjitai/Traditional-to-Simplified bridge
827	pass24	shopItemList.json	id	12838	name	【期间限定】美琴椿	【期间限定】美琴椿	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/shopItemList.json/12838/name	6606d8fde667725d48f81e78d1a5141a9d5e9e03e04dcd719105e6f74fbe79ee			closed Japanese-shinjitai/Traditional-to-Simplified bridge
828	pass24	shopItemList.json	id	14811	name	里见那由他	里见那由他	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/shopItemList.json/14811/name	21492e1d5fdd0527bc6274b2bceb36ce9c389ac1d83310765fa0546f892d2c5e			closed Japanese-shinjitai/Traditional-to-Simplified bridge
829	pass24	shopItemList.json	id	17979	name	黑	黑	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/shopItemList.json/17979/name	680105f7f1c8587dc66a8676bd0abaa6550ffba667734bc88628d7e441e777e8			closed Japanese-shinjitai/Traditional-to-Simplified bridge
830	pass24	shopItemList.json	id	19789	name	【期间限定】黑江	【期间限定】黑江	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/shopItemList.json/19789/name	122b021d56510e470de4313436cdafd750ad8504ac750c00bbad44c72e6c633c			closed Japanese-shinjitai/Traditional-to-Simplified bridge
831	pass24	shopItemList.json	id	21968	name	【期间限定】黑江 水着ver.	【期间限定】黑江 水着ver.	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/shopItemList.json/21968/name	8cdfd734a83270776887c6df8a5e7a94cac8a9284b9166f0c02344dbedac2779			closed Japanese-shinjitai/Traditional-to-Simplified bridge
832	pass24	shopItemList.json	id	23187	name	【期间限定】和泉十七夜 常暗ver.	【期间限定】和泉十七夜 常暗ver.	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/shopItemList.json/23187/name	eb2edf41fd3a587bf95f49cb6b2ca30f037a1b40bf0976d963d31bfe95044c69			closed Japanese-shinjitai/Traditional-to-Simplified bridge
833	pass24	shopItemList.json	id	25379	name	【期间限定】水名露	【期间限定】水名露	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/shopItemList.json/25379/name	0b2a17cab96e3296b56224a5af4f2739a6cf1d7afe2d6ae4ca8911c327ecf92c			closed Japanese-shinjitai/Traditional-to-Simplified bridge
834	pass24	shopItemList.json	id	33317	name	黑江 水着ver.	黑江 水着ver.	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/shopItemList.json/33317/name	8b70ce70074da5322bf9ab488551b6e408b84407b5cd05fd038e57f3f0cd14c1			closed Japanese-shinjitai/Traditional-to-Simplified bridge
835	pass24	shopItemList.json	id	33361	name	黑江 水着ver.	黑江 水着ver.	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/shopItemList.json/33361/name	8b70ce70074da5322bf9ab488551b6e408b84407b5cd05fd038e57f3f0cd14c1			closed Japanese-shinjitai/Traditional-to-Simplified bridge
836	pass24	shopItemList.json	id	33578	name	黑江	黑江	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/shopItemList.json/33578/name	32d5212df6e50e76e665feef46b72c8e9258811f9c67fd35450cbc1abed9c13b			closed Japanese-shinjitai/Traditional-to-Simplified bridge
837	pass24	shopItemList.json	id	33584	name	黑江 水着ver.	黑江 水着ver.	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/shopItemList.json/33584/name	8b70ce70074da5322bf9ab488551b6e408b84407b5cd05fd038e57f3f0cd14c1			closed Japanese-shinjitai/Traditional-to-Simplified bridge
838	pass24	shopItemList.json	id	33587	name	和泉十七夜 常暗ver.	和泉十七夜 常暗ver.	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/shopItemList.json/33587/name	8dd54e55244a2682c7906b8ed2b5b0bba130c9170be043b0107648b14fbe31af			closed Japanese-shinjitai/Traditional-to-Simplified bridge
839	pass24	shopItemList.json	id	33637	name	里见灯花	里见灯花	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/shopItemList.json/33637/name	92eefff93ae447ba712368f385fa36cda28b04fa791d12a41769de38dacd663e			closed Japanese-shinjitai/Traditional-to-Simplified bridge
840	pass24	shopItemList.json	id	33664	name	里见那由他	里见那由他	false	true	true	3_closed_equivalence	closed_strict_narrow_glyph_mechanical_equivalence	pre-AI baseline/shopItemList.json/33664/name	21492e1d5fdd0527bc6274b2bceb36ce9c389ac1d83310765fa0546f892d2c5e			closed Japanese-shinjitai/Traditional-to-Simplified bridge
841	pass25	itemList.json	itemCode	EVENT_DAILYTOWER_1130_STICKER_303400	shortDescription	神滨市荣区	神滨市荣区	false	true	true	3_closed_equivalence	closed_extended_jp_glyph_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1130_STICKER_303400/shortDescription	e0ad1ee8349c74b165494bfaf29943f680105188539eb6d43e4780e5839029cf			reviewed extended Japanese-shinjitai glyph bridge plus ICU Traditional-Simplified
842	pass25	itemList.json	itemCode	EVENT_DAILYTOWER_1161_STICKER_111200	shortDescription	神滨市荣区	神滨市荣区	false	true	true	3_closed_equivalence	closed_extended_jp_glyph_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1161_STICKER_111200/shortDescription	e0ad1ee8349c74b165494bfaf29943f680105188539eb6d43e4780e5839029cf			reviewed extended Japanese-shinjitai glyph bridge plus ICU Traditional-Simplified
843	pass25	itemList.json	itemCode	EVENT_DAILYTOWER_1161_STICKER_304800	shortDescription	神滨市荣区	神滨市荣区	false	true	true	3_closed_equivalence	closed_extended_jp_glyph_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1161_STICKER_304800/shortDescription	e0ad1ee8349c74b165494bfaf29943f680105188539eb6d43e4780e5839029cf			reviewed extended Japanese-shinjitai glyph bridge plus ICU Traditional-Simplified
844	pass25	itemList.json	itemCode	EVENT_DAILYTOWER_1176_KEY	name	假面	假面	false	true	true	3_closed_equivalence	closed_extended_jp_glyph_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1176_KEY/name	3cafa39d3d30bfc75242fc832a992b5370343a7109c86aed519d63fea233194e			reviewed extended Japanese-shinjitai glyph bridge plus ICU Traditional-Simplified
845	pass25	itemList.json	itemCode	EVENT_DAILYTOWER_1189_STICKER_104500	shortDescription	战国时代 日本	战国时代 日本	false	true	true	3_closed_equivalence	closed_extended_jp_glyph_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1189_STICKER_104500/shortDescription	b1c6157887c00ed7afde1f407ff063a687bfaeda5033744a3e9affe14344c55a			reviewed extended Japanese-shinjitai glyph bridge plus ICU Traditional-Simplified
846	pass25	itemList.json	itemCode	EVENT_DAILYTOWER_1189_STICKER_104600	shortDescription	战国时代 日本	战国时代 日本	false	true	true	3_closed_equivalence	closed_extended_jp_glyph_equivalence	pre-AI baseline/itemList.json/EVENT_DAILYTOWER_1189_STICKER_104600/shortDescription	b1c6157887c00ed7afde1f407ff063a687bfaeda5033744a3e9affe14344c55a			reviewed extended Japanese-shinjitai glyph bridge plus ICU Traditional-Simplified
